date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:05	790/790	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://clinalpsud.fr/comite-commissions/infectiovigilance/anti-infectieux/feed/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/comite-commissions/infectiovigilance/anti-infectieux/feed/index.html	(from http://clinalpsud.fr/comite-commissions/infectiovigilance/anti-infectieux/)
09:42:40	215425/215425	---M--	200	added ('OK')	image/jpeg	etag:%2216c4e2f-34981-4d886bc2a7bf4%22	http://clinalpsud.fr/wp-content/uploads/2013/03/clud_douleur_per_operatoire.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2013/03/clud_douleur_per_operatoire.jpg	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:41	745/745	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://clinalpsud.fr/comite-commissions/c-l-u-d/feed/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/comite-commissions/c-l-u-d/feed/index.html	(from http://clinalpsud.fr/comite-commissions/c-l-u-d/)
09:42:49	47847/47847	---M--	200	added ('OK')	image/jpeg	etag:%2215881b7-bae7-4d0bc6f3bc40f%22	http://clinalpsud.fr/wp-content/uploads/2012/12/logo_had_05.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2012/12/logo_had_05.jpg	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:50	758/758	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://clinalpsud.fr/hospitalisation-a-domicile/feed/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/hospitalisation-a-domicile/feed/index.html	(from http://clinalpsud.fr/hospitalisation-a-domicile/)
09:42:53	608022/608022	---M--	200	added ('OK')	application/pdf	etag:%2216047b0-94716-4d3ba4b477e73%22	http://clinalpsud.fr/pdf/signalement_infection_suite_hospi.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/signalement_infection_suite_hospi.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:56	25387/25387	---M--	200	added ('OK')	image/jpeg	etag:%221637100-632b-4d0cf535d3466%22	http://clinalpsud.fr/wp-content/uploads/2012/12/dr_ivan_prothoy.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2012/12/dr_ivan_prothoy.jpg	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:57	750/750	---M-Z	200	added ('OK')	text/xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://clinalpsud.fr/lhomme-en-mouvement/feed/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/lhomme-en-mouvement/feed/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:42:57	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:42:59%20GMT	http://clinalpsud.fr/losteochondrite-dissequante	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/losteochondrite-dissequante	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:58	86552/86552	---M--	200	added ('OK')	image/jpeg	etag:%22158d65d-15218-4d0bc7f60a70f%22	http://clinalpsud.fr/wp-content/uploads/2012/12/carte_had.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2012/12/carte_had.jpg	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:59	13547/13547	---M--	200	added ('OK')	application/pdf	etag:%22c3f0c4-34eb-4d3b9fb3b5145%22	http://clinalpsud.fr/pdf/dietinfo_1_lipides.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_1_lipides.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:42:59	60170/60170	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:00%20GMT	http://clinalpsud.fr/traumatismes-de-la-course-a-pied-2/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-de-la-course-a-pied-2/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:42:59	61354/61354	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:00%20GMT	http://clinalpsud.fr/traumatismes-au-tennis/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-au-tennis/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:42:59	63132/63132	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:00%20GMT	http://clinalpsud.fr/traumatismes-en-rugby/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-en-rugby/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:01	59318/59318	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:02%20GMT	http://clinalpsud.fr/traumatismes-en-cyclisme/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-en-cyclisme/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:01	63907/63907	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:02%20GMT	http://clinalpsud.fr/traumatismes-chez-le-golfeur/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-chez-le-golfeur/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:01	60333/60333	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:02%20GMT	http://clinalpsud.fr/traumatismes-en-football/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traumatismes-en-football/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:01	74112/74112	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:02%20GMT	http://clinalpsud.fr/295/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/295/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:02	77895/77895	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:04%20GMT	http://clinalpsud.fr/epidemiologie-du-ski-alpin/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/epidemiologie-du-ski-alpin/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:03	62329/62329	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:04%20GMT	http://clinalpsud.fr/traitement-medical-et-reeducation-des-tendinophaties/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traitement-medical-et-reeducation-des-tendinophaties/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:03	64103/64103	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:04%20GMT	http://clinalpsud.fr/les-fractures-de-fatigues/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/les-fractures-de-fatigues/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:04	59513/59513	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:05%20GMT	http://clinalpsud.fr/la-fibromyalgie/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/la-fibromyalgie/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:04	59175/59175	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:06%20GMT	http://clinalpsud.fr/le-surentrainement/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/le-surentrainement/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:05	58562/58562	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:07%20GMT	http://clinalpsud.fr/losteochondrite-dissequante/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/losteochondrite-dissequante/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:07	67478/67478	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:08%20GMT	http://clinalpsud.fr/traitements-des-lombalgies/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/traitements-des-lombalgies/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:08	22323/22323	---M--	200	added ('OK')	application/pdf	etag:%22c3f0c5-5733-4d3b9fb41c89f%22	http://clinalpsud.fr/pdf/dietinfo_2_h2O.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_2_h2O.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:09	23100/23100	---M--	200	added ('OK')	application/pdf	etag:%22c3f0c6-5a3c-4d3b9fb4da868%22	http://clinalpsud.fr/pdf/dietinfo_3_index_glycemique.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_3_index_glycemique.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:10	60991/60991	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:11%20GMT	http://clinalpsud.fr/entorse-de-la-cheville/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/entorse-de-la-cheville/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:10	20916/20916	---M--	200	added ('OK')	application/pdf	etag:%22c3f0b6-51b4-4d3b9fb18391a%22	http://clinalpsud.fr/pdf/dietinfo_5_w3w6.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_5_w3w6.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:11	57889/57889	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:12%20GMT	http://clinalpsud.fr/maladie-de-scheueurman/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/maladie-de-scheueurman/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:12	43577/43577	---M--	200	added ('OK')	application/pdf	etag:%22c3f0af-aa39-4d3b9fb129dfa%22	http://clinalpsud.fr/pdf/dietinfo_4_petit_dejeuner.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_4_petit_dejeuner.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:12	9126/9126	---M--	200	added ('OK')	application/pdf	etag:%22c3f0c0-23a6-4d3b9fb2e2606%22	http://clinalpsud.fr/pdf/dietinfo_complements_infos.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_complements_infos.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:12	59686/59686	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:14%20GMT	http://clinalpsud.fr/douleur-de-jambe-le-cas-du-syndrome-de-loges/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/douleur-de-jambe-le-cas-du-syndrome-de-loges/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:14	33700/33700	---M--	200	added ('OK')	application/pdf	etag:%22c3f0bf-83a4-4d3b9fb2df42d%22	http://clinalpsud.fr/pdf/dietinfo_6_complements.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/dietinfo_6_complements.pdf	(from http://clinalpsud.fr/?>postfile:C:\Mes%20Sites%20Web\RecupPoly\hts-post0)
09:43:14	57007/57007	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:15%20GMT	http://clinalpsud.fr/effet-de-la-cafeine-sur-lorganisme/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/effet-de-la-cafeine-sur-lorganisme/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:14	56667/56667	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:15%20GMT	http://clinalpsud.fr/risque-precoce-a-la-pose-dune-prothese/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/risque-precoce-a-la-pose-dune-prothese/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:14	61400/61400	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:15%20GMT	http://clinalpsud.fr/nutrition-du-sportif/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/nutrition-du-sportif/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:15	56046/56046	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:16%20GMT	http://clinalpsud.fr/risques-tardifs-a-la-pose-dune-prothese/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/risques-tardifs-a-la-pose-dune-prothese/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:15	66199/66199	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:17%20GMT	http://clinalpsud.fr/reeducation-des-lesions-isolees-du-lca/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/reeducation-des-lesions-isolees-du-lca/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:16	61206/61206	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:17%20GMT	http://clinalpsud.fr/la-visco-induction/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/la-visco-induction/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:20	59430/59430	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:17%20GMT	http://clinalpsud.fr/pth-ptg-et-activite-physique/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pth-ptg-et-activite-physique/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:20	59359/59359	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:18%20GMT	http://clinalpsud.fr/reprise-dactivite-physique-apres-un-lca/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/reprise-dactivite-physique-apres-un-lca/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:20	60045/60045	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:18%20GMT	http://clinalpsud.fr/reeducation-de-la-scoliose/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/reeducation-de-la-scoliose/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:21	62266/62266	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:22%20GMT	http://clinalpsud.fr/reeducation-de-lalgodystrophie/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/reeducation-de-lalgodystrophie/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:22	63300/63300	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:23%20GMT	http://clinalpsud.fr/conseils-en-vue-dune-chirurgie-de-lepaule/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/conseils-en-vue-dune-chirurgie-de-lepaule/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:22	64102/64102	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:23%20GMT	http://clinalpsud.fr/la-posturologie/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/la-posturologie/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:22	58298/58298	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:24%20GMT	http://clinalpsud.fr/calcifications-de-lepaule/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/calcifications-de-lepaule/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:23	57785/57785	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:24%20GMT	http://clinalpsud.fr/maladie-de-scheueurman-2/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/maladie-de-scheueurman-2/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:23	56099/56099	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:24%20GMT	http://clinalpsud.fr/reeducation-des-tendinites/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/reeducation-des-tendinites/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:24	56936/56936	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:25%20GMT	http://clinalpsud.fr/effet-benefique-de-lexercice-physisque-regulier/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/effet-benefique-de-lexercice-physisque-regulier/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:25	63114/63114	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:26%20GMT	http://clinalpsud.fr/faut-il-encore-faire-des-assouplissements/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/faut-il-encore-faire-des-assouplissements/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:25	58414/58414	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:26%20GMT	http://clinalpsud.fr/certificat-medical-de-non-contre-indication-au-sport/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/certificat-medical-de-non-contre-indication-au-sport/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:25	59857/59857	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:26%20GMT	http://clinalpsud.fr/mort-subite-du-sportif/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/mort-subite-du-sportif/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:26	57794/57794	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:27%20GMT	http://clinalpsud.fr/dopage-et-prescription-de-medicaments/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/dopage-et-prescription-de-medicaments/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:27	56821/56821	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:28%20GMT	http://clinalpsud.fr/sport-et-deficit-en-fer/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/sport-et-deficit-en-fer/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:27	56671/56671	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:28%20GMT	http://clinalpsud.fr/sport-et-grossesse/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/sport-et-grossesse/index.html	(from http://clinalpsud.fr/lhomme-en-mouvement/)
09:43:28	65706/65706	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:29%20GMT	http://clinalpsud.fr/2013/01/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/2013/01/index.html	(from http://clinalpsud.fr/2013/02/)
09:43:28	61152/61152	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:29%20GMT	http://clinalpsud.fr/2013/02/03/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/2013/02/03/index.html	(from http://clinalpsud.fr/2013/02/)
09:43:29	54432/54432	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:30%20GMT	http://clinalpsud.fr/2013/02/04/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/2013/02/04/index.html	(from http://clinalpsud.fr/2013/02/)
09:43:29	64548/64548	---M-Z	200	added ('OK')	text/html	date:Mon,%2003%20Jun%202013%2007:43:30%20GMT	http://clinalpsud.fr/category/hommemouvement/	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/category/hommemouvement/index.html	(from http://clinalpsud.fr/2013/02/)
09:43:37	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:43:39%20GMT	http://clinalpsud.fr/?p=264	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexd728.html	(from http://clinalpsud.fr/traumatismes-de-la-course-a-pied-2/)
09:43:54	737748/737748	UR-M--	200	added ('Partial%20Content')	application/pdf	etag:%22278fe0b-b41d4-4d40b4e240c9d%22	http://clinalpsud.fr/pdf/clin_2011.pdf	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/clin_2011.pdf	(from http://clinalpsud.fr/demarche-qualite/)
09:44:01	900096/900096	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-powerpoint	etag:%22ac1267-dbc00-4d82149048104%22	http://clinalpsud.fr/pdf/preparation_pre_operatoire.pps	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/preparation_pre_operatoire.pps	(from http://clinalpsud.fr/comite-commissions/infectiovigilance/)
09:44:01	884736/884736	UR-M--	200	added ('Partial%20Content')	application/vnd.ms-powerpoint	etag:%22b9e40f-d8000-4d8215ecf7619%22	http://clinalpsud.fr/pdf/diaporama_clin.pps	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/pdf/diaporama_clin.pps	(from http://clinalpsud.fr/comite-commissions/infectiovigilance/anti-infectieux/)
09:44:41	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:44:43%20GMT	http://clinalpsud.fr/?p=261	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexd89d.html	(from http://clinalpsud.fr/traumatismes-au-tennis/)
09:45:03	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:45:05%20GMT	http://clinalpsud.fr/?p=269	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index67bc.html	(from http://clinalpsud.fr/traumatismes-en-rugby/)
09:46:08	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:46:09%20GMT	http://clinalpsud.fr/?p=280	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index90dd.html	(from http://clinalpsud.fr/traumatismes-en-cyclisme/)
09:46:27	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:46:29%20GMT	http://clinalpsud.fr/?p=284	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index7b2c.html	(from http://clinalpsud.fr/traumatismes-chez-le-golfeur/)
09:48:13	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:48:14%20GMT	http://clinalpsud.fr/?p=290	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index5b31.html	(from http://clinalpsud.fr/traumatismes-en-football/)
09:48:34	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:48:35%20GMT	http://clinalpsud.fr/?p=295	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index1422.html	(from http://clinalpsud.fr/295/)
09:49:16	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:49:18%20GMT	http://clinalpsud.fr/?p=301	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index8a7d.html	(from http://clinalpsud.fr/epidemiologie-du-ski-alpin/)
09:51:44	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:51:45%20GMT	http://clinalpsud.fr/?p=309	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexef92.html	(from http://clinalpsud.fr/traitement-medical-et-reeducation-des-tendinophaties/)
09:52:26	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:52:27%20GMT	http://clinalpsud.fr/?p=313	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index8c55.html	(from http://clinalpsud.fr/les-fractures-de-fatigues/)
09:53:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:53:52%20GMT	http://clinalpsud.fr/?p=317	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index4ef8.html	(from http://clinalpsud.fr/la-fibromyalgie/)
09:53:51	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:53:52%20GMT	http://clinalpsud.fr/?p=322	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexeffc.html	(from http://clinalpsud.fr/le-surentrainement/)
09:54:11	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:54:13%20GMT	http://clinalpsud.fr/?p=326	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index4bd3.html	(from http://clinalpsud.fr/losteochondrite-dissequante/)
09:55:39	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:55:37%20GMT	http://clinalpsud.fr/?p=330	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/index1639.html	(from http://clinalpsud.fr/traitements-des-lombalgies/)
09:58:45	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2007:58:47%20GMT	http://clinalpsud.fr/?p=334	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexd06c.html	(from http://clinalpsud.fr/entorse-de-la-cheville/)
10:01:13	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2003%20Jun%202013%2008:01:14%20GMT	http://clinalpsud.fr/?p=337	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/indexf6a9.html	(from http://clinalpsud.fr/maladie-de-scheueurman/)
10:01:53	7079/7079	---M--	200	added ('OK')	image/jpeg	etag:%222a004cd-1ba7-4d4eaccddace7%22	http://clinalpsud.fr/wp-content/uploads/2013/02/image1.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2013/02/image1.jpg	(from http://clinalpsud.fr/lhomme-en-mouvement/)
10:01:54	8255/8255	---M--	200	added ('OK')	image/jpeg	etag:%222a00660-203f-4d4eacf8ba32f%22	http://clinalpsud.fr/wp-content/uploads/2013/02/image2.jpg	C:/Mes%20Sites%20Web/RecupPoly/clinalpsud.fr/wp-content/uploads/2013/02/image2.jpg	(from http://clinalpsud.fr/lhomme-en-mouvement/)
